用户ID,性别,年龄,是否会员,常用省份,常用城市
7751,女,31,否,贵州,贵阳
7752,女,22,否,重庆,重庆
7753,女,39,是,吉林,延边
7754,女,54,否,内蒙古,呼和浩特
7755,男,28,是,北京,北京
7756,男,30,否,山东,临沂
7757,男,21,是,北京,北京
7758,女,58,是,浙江,金华
7759,女,42,是,上海,上海
7760,男,24,否,山东,青岛
7761,男,31,是,内蒙古,鄂尔多斯
7762,女,25,否,广西,南宁
7763,女,39,是,上海,上海
7764,女,37,是,山西,运城
7765,男,20,否,陕西,渭南
7766,女,40,否,江西,赣州
7767,女,44,是,广东,佛山
7768,女,18,是,陕西,渭南
7769,女,32,是,北京,北京
7770,女,28,是,重庆,重庆
7771,女,26,是,山西,临汾
7772,男,51,否,天津,天津
7773,女,27,否,北京,北京
7774,男,35,是,天津,天津
7775,男,36,否,江苏,苏州
7776,女,31,否,贵州,遵义
7777,男,33,是,福建,福州
7778,女,27,是,山东,威海
7779,男,30,否,广东,深圳
7780,男,38,否,江苏,南京
7781,男,43,否,安徽,蚌埠
7782,男,22,否,福建,福州
7783,女,29,否,江苏,常州
7784,女,28,否,海南,儋州
7785,女,40,是,甘肃,天水
7786,女,37,否,西藏,拉萨
7787,男,38,是,内蒙古,鄂尔多斯
7788,男,38,是,湖南,株洲
7789,男,28,是,海南,儋州
7790,男,36,否,云南,丽江
7791,男,36,是,江西,九江
7792,男,38,是,重庆,重庆
7793,男,34,否,西藏,日喀则
7794,男,31,否,重庆,重庆
7795,女,24,是,西藏,日喀则
7796,男,40,否,辽宁,鞍山
7797,男,33,是,北京,北京
7798,女,19,否,海南,儋州
7799,女,25,否,海南,儋州
7800,女,19,否,吉林,吉林
7801,男,37,否,重庆,重庆
7802,女,34,否,山西,大同
7803,男,34,是,贵州,遵义
7804,男,24,是,山东,烟台
7805,男,34,否,山西,大同
7806,男,26,是,河南,许昌
7807,男,49,是,湖南,湘潭
7808,女,45,否,安徽,蚌埠
7809,男,31,是,浙江,杭州
7810,女,20,否,山西,大同
7811,女,23,是,浙江,杭州
7812,女,31,否,上海,上海
7813,女,30,是,陕西,宝鸡
7814,男,44,否,北京,北京
7815,男,20,否,天津,天津
7816,女,29,是,山东,济南
7817,女,20,是,北京,北京
7818,女,38,否,青海,海东
7819,男,22,是,云南,昆明
7820,男,23,否,四川,绵阳
7821,男,18,是,天津,天津
7822,女,25,是,山东,济南
7823,女,37,是,湖北,襄阳
7824,男,21,否,湖南,湘潭
7825,男,37,是,重庆,重庆
7826,男,43,否,河南,洛阳
7827,女,30,是,上海,上海
7828,女,28,否,山东,威海
7829,女,20,否,云南,大理
7830,男,27,是,湖南,长沙
7831,女,24,否,吉林,吉林
7832,女,25,是,上海,上海
7833,男,25,是,广东,珠海
7834,女,39,否,河北,石家庄
7835,男,54,否,江西,赣州
7836,男,22,是,湖南,衡阳
7837,女,48,是,广西,北海
7838,男,44,是,天津,天津
7839,男,25,是,云南,曲靖
7840,男,20,否,广东,中山
7841,女,29,否,湖北,宜昌
7842,女,20,否,河南,新乡
7843,男,40,否,山东,烟台
7844,男,22,否,浙江,宁波
7845,女,39,是,河北,石家庄
7846,男,34,是,辽宁,鞍山
7847,女,31,是,浙江,温州
7848,女,26,是,广东,佛山
7849,女,43,否,北京,北京
7850,男,21,否,浙江,杭州
7851,男,25,是,陕西,西安
7852,男,30,是,北京,北京
7853,男,23,否,广东,深圳
7854,男,23,是,上海,上海
7855,女,18,否,湖北,武汉
7856,男,26,否,广东,深圳
7857,女,23,否,江苏,南通
7858,男,19,是,内蒙古,呼和浩特
7859,男,27,否,辽宁,沈阳
7860,男,30,是,广东,中山
7861,男,26,是,贵州,安顺
7862,男,45,是,河南,新乡
7863,男,26,否,安徽,蚌埠
7864,女,53,否,河北,唐山
7865,男,26,是,山东,青岛
7866,女,57,否,广东,广州
7867,女,31,否,重庆,重庆
7868,男,38,是,福建,厦门
7869,男,23,是,福建,漳州
7870,女,46,否,广东,珠海
7871,女,36,是,福建,漳州
7872,男,23,是,贵州,安顺
7873,男,28,是,辽宁,抚顺
7874,男,37,否,福建,福州
7875,男,26,是,湖北,襄阳
7876,男,24,是,重庆,重庆
7877,女,34,否,湖北,襄阳
7878,男,43,是,新疆,乌鲁木齐
7879,女,32,否,山西,大同
7880,男,33,是,吉林,长春
7881,女,22,是,江苏,南通
7882,男,18,否,江苏,南京
7883,男,20,是,福建,福州
7884,女,34,否,上海,上海
7885,男,20,否,西藏,日喀则
7886,男,29,是,山东,临沂
7887,男,18,否,新疆,喀什
7888,女,47,是,陕西,宝鸡
7889,女,22,否,湖北,宜昌
7890,女,30,否,福建,泉州
7891,女,22,否,河北,石家庄
7892,女,44,否,福建,厦门
7893,女,28,否,宁夏,石嘴山
7894,男,23,是,天津,天津
7895,男,21,否,北京,北京
7896,女,39,否,青海,海东
7897,女,40,否,内蒙古,包头
7898,女,50,是,湖北,襄阳
7899,女,33,是,河南,郑州
7900,女,31,否,安徽,芜湖
7901,女,48,是,江苏,南通
7902,男,38,否,江西,赣州
7903,女,23,是,天津,天津
7904,女,51,是,贵州,贵阳
7905,女,40,是,四川,乐山
7906,女,30,否,安徽,合肥
7907,女,32,是,宁夏,石嘴山
7908,女,35,是,福建,厦门
7909,女,27,是,甘肃,酒泉
7910,女,21,否,四川,宜宾
7911,男,56,是,天津,天津
7912,男,32,是,海南,三亚
7913,男,25,否,广东,广州
7914,女,40,否,江苏,无锡
7915,男,29,否,甘肃,天水
7916,男,22,否,福建,漳州
7917,男,48,是,重庆,重庆
7918,男,19,否,福建,漳州
7919,男,30,是,陕西,渭南
7920,女,29,否,辽宁,鞍山
7921,男,24,是,海南,儋州
7922,女,28,否,重庆,重庆
7923,女,21,否,青海,西宁
7924,男,30,是,福建,漳州
7925,男,22,否,陕西,西安
7926,女,44,否,广西,柳州
7927,女,35,是,贵州,贵阳
7928,男,43,否,贵州,遵义
7929,男,29,否,吉林,延边
7930,男,32,否,江苏,南京
7931,女,42,否,江苏,无锡
7932,女,31,是,福建,厦门
7933,男,32,否,湖南,长沙
7934,女,28,是,贵州,遵义
7935,男,40,否,山西,大同
7936,男,68,是,江苏,无锡
7937,男,39,否,浙江,金华
7938,男,20,是,安徽,合肥
7939,女,22,是,安徽,芜湖
7940,男,20,是,四川,南充
7941,男,34,否,河南,郑州
7942,男,31,是,山东,烟台
7943,男,26,否,福建,漳州
7944,女,23,否,北京,北京
7945,男,18,是,湖北,宜昌
7946,女,25,否,湖北,武汉
7947,男,23,是,广东,佛山
7948,女,35,是,山东,临沂
7949,男,31,否,辽宁,大连
7950,男,39,否,重庆,重庆
7951,女,24,否,青海,海东
7952,女,31,否,安徽,合肥
7953,女,39,否,山西,临汾
7954,女,22,否,福建,漳州
7955,女,40,否,浙江,绍兴
7956,女,27,是,江西,九江
7957,女,44,否,山东,临沂
7958,男,18,否,吉林,长春
7959,男,34,否,福建,漳州
7960,女,35,否,天津,天津
7961,男,31,否,四川,乐山
7962,男,28,否,陕西,西安
7963,男,51,是,北京,北京
7964,男,29,是,黑龙江,齐齐哈尔
7965,男,54,是,辽宁,抚顺
7966,男,22,否,上海,上海
7967,女,33,是,安徽,蚌埠
7968,男,32,是,上海,上海
7969,男,31,是,广东,深圳
7970,男,50,否,云南,曲靖
7971,女,28,是,辽宁,抚顺
7972,男,25,是,广东,广州
7973,男,22,是,福建,泉州
7974,女,36,否,福建,漳州
7975,男,31,否,黑龙江,齐齐哈尔
7976,男,28,是,北京,北京
7977,男,23,否,北京,北京
7978,男,19,否,云南,丽江
7979,女,34,否,山西,运城
7980,女,26,是,广东,东莞
7981,女,23,否,陕西,渭南
7982,男,33,是,广西,柳州
7983,男,25,否,新疆,乌鲁木齐
7984,女,23,是,重庆,重庆
7985,女,43,是,山西,临汾
7986,男,31,否,天津,天津
7987,男,41,是,陕西,咸阳
7988,女,38,否,江苏,苏州
7989,男,49,否,陕西,咸阳
7990,男,37,是,山东,威海
7991,男,27,是,河南,许昌
7992,男,31,是,江苏,无锡
7993,女,18,否,福建,泉州
7994,女,18,否,黑龙江,哈尔滨
7995,男,19,是,黑龙江,齐齐哈尔
7996,女,31,否,海南,三亚
7997,女,52,是,吉林,延边
7998,女,40,是,河北,唐山
7999,女,18,是,贵州,安顺
8000,女,26,否,河南,郑州
8001,女,43,否,福建,福州
8002,女,22,是,陕西,西安
8003,女,20,是,福建,漳州
8004,男,21,否,上海,上海
8005,女,43,是,江西,南昌
8006,女,53,否,西藏,拉萨
8007,男,42,否,江苏,常州
8008,女,19,是,内蒙古,包头
8009,男,51,否,云南,曲靖
8010,女,27,否,湖北,武汉
8011,女,42,是,北京,北京
8012,男,21,否,辽宁,大连
8013,男,20,否,江苏,常州
8014,女,33,否,陕西,宝鸡
8015,男,32,否,广西,桂林
8016,女,24,是,陕西,宝鸡
8017,女,28,否,河南,新乡
8018,女,30,是,山东,济南
8019,男,39,否,海南,三亚
8020,男,33,是,辽宁,抚顺
8021,男,24,否,四川,南充
8022,女,24,是,河南,许昌
8023,女,44,否,江苏,苏州
8024,女,32,否,广东,深圳
8025,女,49,否,重庆,重庆
8026,男,45,是,上海,上海
8027,男,21,否,河北,保定
8028,女,21,否,北京,北京
8029,女,42,是,广东,佛山
8030,女,44,否,重庆,重庆
8031,男,20,否,安徽,合肥
8032,女,40,否,安徽,安庆
8033,女,27,是,北京,北京
8034,女,24,否,河北,石家庄
8035,男,29,是,安徽,蚌埠
8036,女,28,是,天津,天津
8037,女,26,是,浙江,宁波
8038,男,32,否,北京,北京
8039,男,43,否,辽宁,大连
8040,女,26,否,西藏,日喀则
8041,男,30,否,福建,漳州
8042,女,33,是,云南,大理
8043,男,21,是,江苏,常州
8044,女,44,否,广西,南宁
8045,男,28,否,陕西,西安
8046,女,37,否,贵州,贵阳
8047,女,19,是,湖南,长沙
8048,男,33,是,浙江,金华
8049,男,20,否,广东,东莞
8050,男,23,是,重庆,重庆
8051,男,27,是,山东,青岛
8052,女,46,是,北京,北京
8053,男,35,是,甘肃,兰州
8054,女,22,是,黑龙江,齐齐哈尔
8055,男,40,是,天津,天津
8056,男,40,是,上海,上海
8057,男,34,是,辽宁,抚顺
8058,女,46,否,北京,北京
8059,男,23,否,黑龙江,哈尔滨
8060,男,20,否,黑龙江,大庆
8061,男,34,是,广东,东莞
8062,女,52,否,安徽,合肥
8063,男,29,是,北京,北京
8064,女,23,是,山西,太原
8065,男,20,是,河南,许昌
8066,女,52,是,山西,运城
8067,男,24,否,浙江,金华
8068,女,21,否,内蒙古,呼和浩特
8069,女,25,否,海南,儋州
8070,女,25,否,四川,南充
8071,女,22,是,山东,烟台
8072,女,23,否,湖北,宜昌
8073,男,30,是,宁夏,银川
8074,男,23,否,重庆,重庆
8075,女,54,否,山西,大同
8076,女,69,是,福建,漳州
8077,女,18,是,广东,中山
8078,女,32,否,陕西,宝鸡
8079,男,18,否,河南,许昌
8080,女,25,否,北京,北京
8081,女,24,是,天津,天津
8082,男,34,是,黑龙江,哈尔滨
8083,女,23,否,北京,北京
8084,男,27,否,吉林,吉林
8085,男,54,否,贵州,贵阳
8086,男,28,否,江苏,南京
8087,男,33,否,山东,济南
8088,女,40,是,江苏,苏州
8089,女,36,否,甘肃,天水
8090,女,23,否,北京,北京
8091,男,37,是,广东,广州
8092,男,24,否,甘肃,兰州
8093,男,23,否,贵州,安顺
8094,女,42,是,河南,许昌
8095,男,25,是,江西,九江
8096,女,44,是,天津,天津
8097,女,18,否,西藏,拉萨
8098,男,32,是,安徽,芜湖
8099,女,66,否,河北,唐山
8100,女,23,是,广东,东莞
8101,男,40,否,江西,南昌
8102,女,18,否,宁夏,石嘴山
8103,女,30,否,宁夏,银川
8104,女,20,否,福建,厦门
8105,男,43,是,湖南,株洲
8106,男,28,否,天津,天津
8107,男,21,否,江西,上饶
8108,女,34,否,浙江,绍兴
8109,女,19,是,广西,北海
8110,女,18,否,云南,昆明
8111,男,40,是,内蒙古,呼和浩特
8112,女,31,是,湖南,湘潭
8113,男,34,是,上海,上海
8114,女,20,是,河北,石家庄
8115,男,39,否,广西,北海
8116,女,20,是,内蒙古,鄂尔多斯
8117,男,46,否,安徽,芜湖
8118,女,28,否,内蒙古,呼和浩特
8119,男,31,是,江苏,南京
8120,男,36,是,福建,厦门
8121,女,34,是,安徽,芜湖
8122,男,32,是,河北,唐山
8123,女,50,是,贵州,遵义
8124,女,21,否,北京,北京
8125,男,31,否,江西,赣州
8126,男,33,是,福建,厦门
8127,男,49,是,天津,天津
8128,男,18,是,青海,西宁
8129,男,31,否,江苏,苏州
8130,女,31,否,宁夏,银川
8131,男,33,是,青海,西宁
8132,女,54,否,云南,丽江
8133,女,29,否,新疆,乌鲁木齐
8134,男,39,是,北京,北京
8135,女,33,否,河北,石家庄
8136,女,24,是,天津,天津
8137,女,19,是,上海,上海
8138,女,20,否,青海,西宁
8139,女,18,是,福建,福州
8140,男,33,是,上海,上海
8141,女,27,否,浙江,绍兴
8142,男,48,否,广东,广州
8143,男,21,是,云南,曲靖
8144,女,19,否,湖北,宜昌
8145,女,54,是,新疆,克拉玛依
8146,男,49,否,广东,深圳
8147,男,25,否,甘肃,酒泉
8148,男,21,是,上海,上海
8149,女,26,否,浙江,绍兴
8150,男,44,否,海南,三亚
8151,女,24,是,湖南,株洲
8152,女,27,否,河北,唐山
8153,男,29,否,北京,北京
8154,女,33,是,上海,上海
8155,女,23,是,黑龙江,齐齐哈尔
8156,男,19,是,黑龙江,齐齐哈尔
8157,女,30,否,河南,洛阳
8158,女,22,是,新疆,乌鲁木齐
8159,男,24,否,浙江,金华
8160,女,35,是,上海,上海
8161,男,28,否,黑龙江,哈尔滨
8162,女,23,否,福建,福州
8163,女,39,是,贵州,安顺
8164,男,42,是,重庆,重庆
8165,男,53,否,山西,运城
8166,女,33,否,重庆,重庆
8167,女,22,否,吉林,延边
8168,女,31,否,上海,上海
8169,男,18,是,海南,三亚
8170,男,28,是,吉林,长春
8171,女,27,否,湖北,襄阳
8172,男,18,否,广西,南宁
8173,男,22,否,湖北,武汉
8174,女,26,否,福建,漳州
8175,女,50,否,广东,珠海
8176,女,54,是,广东,珠海
8177,男,21,是,江苏,常州
8178,男,43,否,陕西,宝鸡
8179,男,35,否,浙江,绍兴
8180,男,19,否,北京,北京
8181,男,21,是,北京,北京
8182,女,24,否,重庆,重庆
8183,男,20,否,北京,北京
8184,女,29,否,重庆,重庆
8185,女,41,否,湖南,株洲
8186,男,20,是,上海,上海
8187,男,28,是,上海,上海
8188,男,31,否,江苏,苏州
8189,女,39,否,上海,上海
8190,女,18,是,湖南,衡阳
8191,女,19,是,新疆,克拉玛依
8192,女,31,是,广东,广州
8193,男,44,否,上海,上海
8194,女,27,是,天津,天津
8195,女,20,否,广东,深圳
8196,女,47,是,四川,成都
8197,女,47,是,北京,北京
8198,女,31,是,重庆,重庆
8199,男,28,否,陕西,宝鸡
8200,男,31,是,湖南,长沙
8201,女,22,是,重庆,重庆
8202,女,31,是,山东,威海
8203,女,29,否,辽宁,抚顺
8204,男,19,是,海南,儋州
8205,女,60,是,山东,烟台
8206,男,24,是,辽宁,大连
8207,男,23,是,浙江,宁波
8208,男,51,否,浙江,温州
8209,女,30,否,吉林,长春
8210,女,33,是,北京,北京
8211,男,20,是,北京,北京
8212,男,36,是,上海,上海
8213,女,22,否,福建,福州
8214,男,26,否,福建,泉州
8215,女,41,是,宁夏,银川
8216,女,31,是,广东,佛山
8217,女,48,是,山东,济南
8218,男,32,否,云南,曲靖
8219,女,20,是,重庆,重庆
8220,男,33,否,广东,深圳
8221,男,31,是,江苏,常州
8222,男,25,是,河南,许昌
8223,男,21,否,重庆,重庆
8224,男,21,否,北京,北京
8225,男,44,否,江西,九江
8226,男,25,是,辽宁,大连
8227,男,20,是,四川,南充
8228,女,56,否,宁夏,银川
8229,男,19,是,江西,南昌
8230,女,26,是,新疆,乌鲁木齐
8231,男,24,否,陕西,咸阳
8232,女,24,是,陕西,渭南
8233,女,26,否,内蒙古,鄂尔多斯
8234,男,34,是,湖北,襄阳
8235,女,32,否,内蒙古,鄂尔多斯
8236,男,33,否,上海,上海
8237,男,27,否,陕西,宝鸡
8238,男,25,否,河北,廊坊
8239,男,18,否,云南,曲靖
8240,女,26,是,湖北,宜昌
8241,女,21,否,福建,厦门
8242,男,18,否,吉林,吉林
8243,男,39,是,湖北,荆州
8244,男,22,是,山东,临沂
8245,女,21,是,四川,乐山
8246,女,47,否,湖南,湘潭
8247,男,19,否,青海,海东
8248,女,19,否,重庆,重庆
8249,男,19,否,四川,南充
8250,女,33,是,四川,绵阳
8251,男,30,是,江苏,南通
8252,男,27,否,上海,上海
8253,女,25,是,安徽,芜湖
8254,男,23,是,吉林,延边
8255,女,23,是,陕西,咸阳
8256,男,33,否,山东,济南
8257,女,26,是,西藏,日喀则
8258,女,19,是,北京,北京
8259,男,32,是,贵州,安顺
8260,男,37,否,上海,上海
8261,男,21,否,北京,北京
8262,男,46,否,河南,新乡
8263,女,26,否,吉林,延边
8264,女,30,是,青海,西宁
8265,男,32,是,上海,上海
8266,女,19,否,天津,天津
8267,男,34,否,内蒙古,鄂尔多斯
8268,男,18,否,天津,天津
8269,女,33,否,湖北,武汉
8270,女,36,否,河南,郑州
8271,男,37,是,山西,运城
8272,女,30,否,黑龙江,哈尔滨
8273,女,18,是,上海,上海
8274,女,21,否,青海,西宁
8275,男,34,否,北京,北京
8276,男,24,是,福建,福州
8277,男,24,否,江苏,无锡
8278,女,23,是,北京,北京
8279,男,23,是,福建,厦门
8280,女,31,是,重庆,重庆
8281,女,43,否,安徽,安庆
8282,男,35,是,内蒙古,呼和浩特
8283,女,40,是,云南,昆明
8284,女,22,否,广西,北海
8285,男,21,否,湖北,襄阳
8286,女,50,否,河南,洛阳
8287,男,51,否,宁夏,石嘴山
8288,男,32,否,山东,临沂
8289,女,34,否,辽宁,鞍山
8290,男,23,否,辽宁,抚顺
8291,男,27,是,四川,绵阳
8292,女,24,是,北京,北京
8293,女,21,是,云南,丽江
8294,女,23,是,天津,天津
8295,女,21,否,吉林,吉林
8296,男,48,是,辽宁,沈阳
8297,女,42,是,黑龙江,大庆
8298,男,42,否,贵州,遵义
8299,女,21,是,江苏,南京
8300,女,37,是,江西,九江
8301,男,35,是,陕西,咸阳
8302,女,32,否,江苏,无锡
8303,女,18,是,浙江,温州
8304,女,30,是,宁夏,石嘴山
8305,男,19,否,广东,中山
8306,女,21,否,浙江,宁波
8307,男,39,是,甘肃,天水
8308,男,36,否,安徽,安庆
8309,女,45,否,浙江,杭州
8310,男,26,是,云南,大理
8311,男,28,否,湖南,株洲
8312,女,24,否,山西,大同
8313,男,34,否,河南,郑州
8314,男,31,是,黑龙江,齐齐哈尔
8315,女,31,否,江西,南昌
8316,女,26,否,上海,上海
8317,女,25,是,浙江,宁波
8318,男,36,否,黑龙江,齐齐哈尔
8319,男,21,是,山西,大同
8320,女,21,否,云南,曲靖
8321,女,20,否,甘肃,酒泉
8322,男,27,否,陕西,渭南
8323,女,23,否,山西,运城
8324,女,34,否,广东,佛山
8325,男,47,否,江西,九江
8326,男,34,是,河北,保定
8327,女,23,是,黑龙江,哈尔滨
8328,女,31,否,福建,厦门
8329,女,39,否,江苏,常州
8330,男,19,否,福建,厦门
8331,女,18,否,河南,许昌
8332,女,29,是,广西,柳州
8333,男,31,是,青海,西宁
8334,男,31,否,北京,北京
8335,女,28,否,福建,漳州
8336,男,20,否,北京,北京
8337,女,34,否,福建,福州
8338,女,19,是,北京,北京
8339,男,35,否,河北,保定
8340,女,41,否,陕西,渭南
8341,女,25,否,浙江,杭州
8342,男,20,是,北京,北京
8343,女,22,是,安徽,芜湖
8344,男,32,否,山西,临汾
8345,男,32,否,浙江,绍兴
8346,男,44,是,四川,成都
8347,女,20,否,上海,上海
8348,女,18,否,山西,太原
8349,男,37,是,青海,海东
8350,女,20,否,广西,南宁
8351,男,43,否,北京,北京
8352,女,21,否,重庆,重庆
8353,女,30,是,西藏,拉萨
8354,女,21,否,陕西,咸阳
8355,男,22,是,甘肃,兰州
8356,女,40,否,上海,上海
8357,男,54,是,江苏,南京
8358,女,20,是,广东,东莞
8359,女,27,否,北京,北京
8360,男,44,是,广东,珠海
8361,女,24,是,广东,深圳
8362,女,24,是,上海,上海
8363,女,42,否,天津,天津
8364,女,47,否,陕西,渭南
8365,女,33,是,海南,儋州
8366,女,50,是,北京,北京
8367,女,61,是,吉林,延边
8368,男,18,是,辽宁,抚顺
8369,女,22,是,西藏,日喀则
8370,男,40,否,贵州,贵阳
8371,女,19,否,黑龙江,齐齐哈尔
8372,男,34,否,江苏,苏州
8373,女,41,是,湖北,襄阳
8374,男,34,否,广东,深圳
8375,女,40,是,上海,上海
8376,男,29,是,四川,宜宾
8377,女,42,否,福建,福州
8378,男,33,否,北京,北京
8379,男,25,否,吉林,吉林
8380,女,35,是,福建,厦门
8381,女,38,是,山西,大同
8382,女,51,否,云南,曲靖
8383,男,18,否,安徽,合肥
8384,男,44,否,河北,唐山
8385,女,30,否,河南,洛阳
8386,女,36,是,内蒙古,鄂尔多斯
8387,男,30,否,宁夏,银川
8388,男,29,否,青海,西宁
8389,男,31,否,宁夏,银川
8390,男,28,是,江西,九江
8391,男,50,是,湖南,长沙
8392,女,49,是,浙江,杭州
8393,男,41,否,福建,泉州
8394,女,43,是,广东,佛山
8395,男,22,否,广东,中山
8396,男,21,是,福建,厦门
8397,女,23,是,山东,青岛
8398,男,44,否,广东,佛山
8399,男,32,是,江苏,南通
8400,男,19,否,辽宁,抚顺
8401,男,29,是,浙江,金华
8402,女,32,否,河北,廊坊
8403,男,21,是,贵州,贵阳
8404,男,18,否,西藏,日喀则
8405,男,26,是,山西,太原
8406,女,36,是,湖南,株洲
8407,女,27,是,新疆,乌鲁木齐
8408,女,31,是,吉林,延边
8409,男,64,是,陕西,宝鸡
8410,女,39,否,新疆,乌鲁木齐
8411,女,32,是,河南,郑州
8412,女,18,是,四川,绵阳
8413,男,24,是,江西,九江
8414,女,23,是,天津,天津
8415,男,31,否,宁夏,石嘴山
8416,男,20,是,河南,新乡
8417,女,20,否,浙江,温州
8418,女,51,是,北京,北京
8419,女,40,否,福建,福州
8420,男,52,是,海南,三亚
8421,男,36,是,内蒙古,呼和浩特
8422,男,38,是,山西,太原
8423,男,42,是,福建,福州
8424,男,27,否,重庆,重庆
8425,男,20,否,广东,珠海
8426,男,49,否,贵州,安顺
8427,女,18,是,陕西,西安
8428,男,43,否,上海,上海
8429,女,26,是,江苏,苏州
8430,男,48,是,贵州,安顺
8431,女,30,否,新疆,乌鲁木齐
8432,女,33,是,河南,洛阳
8433,女,31,是,重庆,重庆
8434,女,30,是,甘肃,兰州
8435,男,27,是,北京,北京
8436,男,22,是,河南,洛阳
8437,女,20,否,江西,九江
8438,女,32,是,北京,北京
8439,女,51,是,甘肃,酒泉
8440,女,38,是,吉林,吉林
8441,男,26,否,江西,赣州
8442,男,20,是,广东,深圳
8443,女,54,否,海南,儋州
8444,男,31,是,福建,厦门
8445,女,22,否,黑龙江,大庆
8446,男,28,是,云南,昆明
8447,男,28,是,湖南,衡阳
8448,男,30,否,福建,厦门
8449,男,30,是,甘肃,兰州
8450,男,52,否,北京,北京
8451,女,19,否,浙江,杭州
8452,女,19,否,安徽,蚌埠
8453,女,29,是,安徽,合肥
8454,男,19,否,天津,天津
8455,女,42,否,上海,上海
8456,男,38,是,广东,东莞
8457,女,28,否,湖南,衡阳
8458,男,31,是,山西,太原
8459,男,34,是,广东,佛山
8460,女,54,否,广东,珠海
8461,男,29,否,山东,济南
8462,女,27,是,新疆,喀什
8463,女,34,是,浙江,宁波
8464,女,22,否,青海,西宁
8465,女,27,否,北京,北京
8466,男,30,否,重庆,重庆
8467,男,25,否,江苏,常州
8468,男,26,否,湖北,襄阳
8469,女,41,是,重庆,重庆
8470,男,24,否,天津,天津
8471,女,26,否,山东,济南
8472,男,55,否,上海,上海
8473,男,43,否,浙江,宁波
8474,女,23,是,云南,昆明
8475,女,18,否,宁夏,石嘴山
8476,女,25,是,广东,中山
8477,男,30,是,广东,东莞
8478,男,26,是,山东,济南
8479,女,47,是,天津,天津
8480,女,22,是,湖北,宜昌
8481,男,42,否,陕西,宝鸡
8482,男,38,否,青海,海东
8483,男,37,是,贵州,遵义
8484,男,40,否,山西,大同
8485,女,50,否,山东,临沂
8486,女,18,否,湖北,武汉
8487,男,19,否,上海,上海
8488,男,25,是,广东,中山
8489,女,21,否,江西,上饶
8490,男,24,是,湖南,株洲
8491,男,32,是,北京,北京
8492,女,21,是,四川,南充
8493,女,19,是,山东,威海
8494,男,22,否,上海,上海
8495,男,37,是,浙江,杭州
8496,女,24,是,广东,广州
8497,女,21,否,辽宁,沈阳
8498,女,19,否,江苏,常州
8499,男,34,否,甘肃,酒泉
8500,男,24,是,湖南,株洲
8501,女,19,否,山东,济南
8502,女,28,是,安徽,安庆
8503,男,20,否,广西,桂林
8504,女,23,否,福建,漳州
8505,男,35,否,天津,天津
8506,男,31,是,四川,绵阳
8507,女,32,否,江苏,南通
8508,女,36,是,重庆,重庆
8509,女,42,是,湖北,宜昌
8510,女,27,是,浙江,温州
8511,男,44,否,宁夏,石嘴山
8512,男,31,是,江西,赣州
8513,女,30,是,重庆,重庆
8514,男,41,否,天津,天津
8515,男,34,是,河南,许昌
8516,男,22,否,江苏,苏州
8517,女,19,是,广东,珠海
8518,女,21,是,陕西,西安
8519,男,34,否,山西,临汾
8520,女,26,是,辽宁,沈阳
8521,男,43,否,河南,郑州
8522,男,26,否,河南,洛阳
8523,男,34,否,北京,北京
8524,女,54,否,云南,大理
8525,男,33,是,天津,天津
8526,男,33,是,安徽,蚌埠
8527,男,22,否,四川,乐山
8528,女,32,是,四川,绵阳
8529,男,19,是,河南,新乡
8530,女,53,否,安徽,芜湖
8531,女,28,否,河南,洛阳
8532,女,35,是,山西,大同
8533,男,26,否,江西,上饶
8534,女,32,是,北京,北京
8535,男,47,否,江苏,无锡
8536,女,22,是,广东,深圳
8537,男,43,否,安徽,合肥
8538,女,42,是,黑龙江,哈尔滨
8539,男,36,否,辽宁,鞍山
8540,男,44,否,青海,西宁
8541,男,39,是,浙江,金华
8542,男,26,否,河南,洛阳
8543,女,28,否,北京,北京
8544,女,38,否,广东,中山
8545,男,33,否,重庆,重庆
8546,女,19,是,河北,唐山
8547,女,21,是,辽宁,大连
8548,女,25,否,广东,中山
8549,女,26,否,海南,海口
8550,女,31,是,宁夏,石嘴山
8551,女,34,是,辽宁,大连
8552,女,21,否,安徽,合肥
8553,女,30,是,北京,北京
8554,男,22,否,黑龙江,齐齐哈尔
8555,男,19,否,重庆,重庆
8556,女,25,是,陕西,咸阳
8557,女,18,是,河北,保定
8558,男,18,否,陕西,渭南
8559,男,38,是,安徽,蚌埠
8560,男,18,否,海南,海口
8561,女,33,是,福建,福州
8562,女,22,否,江苏,南通
8563,男,19,是,浙江,杭州
8564,男,34,是,河南,郑州
8565,女,32,否,北京,北京
8566,女,31,是,广西,北海
8567,男,18,是,北京,北京
8568,女,30,否,四川,南充
8569,男,21,是,甘肃,酒泉
8570,女,43,否,陕西,咸阳
8571,女,23,是,广东,珠海
8572,女,19,是,贵州,贵阳
8573,女,33,是,福建,厦门
8574,女,42,是,江苏,苏州
8575,女,40,是,黑龙江,齐齐哈尔
8576,男,30,否,浙江,宁波
8577,女,38,是,河北,唐山
8578,男,19,是,云南,昆明
8579,男,33,否,河南,郑州
8580,男,20,是,湖南,长沙
8581,女,18,否,湖北,荆州
8582,女,27,是,湖北,荆州
8583,女,37,是,辽宁,抚顺
8584,男,25,否,山东,青岛
8585,男,29,否,江苏,苏州
8586,男,43,是,内蒙古,鄂尔多斯
8587,女,27,否,贵州,安顺
